intensity,damage_fraction_mean,damage_fraction_min,damage_fraction_max
0.05,0.046,0.0414,0.0506
0.125,0.124,0.1116,0.1364
0.3,0.25,0.225,0.275
0.6,0.52,0.468,0.5720000000000001
2.0,1.0,0.9,1.0
3.0,1.0,0.9,1.0
4.0,1.0,0.9,1.0
5.0,1.0,0.9,1.0
6.0,1.0,0.9,1.0
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
