intensity,damage_fraction_mean,damage_fraction_min,damage_fraction_max
0.0,0.0,0.0,0.0
0.25,0.03,0.027,0.033
0.5,0.06,0.054,0.066
0.75,0.09,0.081,0.099
1.0,0.12,0.108,0.132
1.25,0.135,0.1215,0.1485
1.5,0.15,0.135,0.165
1.75,0.165,0.1485,0.1815
2.0,0.18,0.162,0.198
2.25,0.2249999999999999,0.2024999999999999,0.2475
2.5,0.27,0.243,0.297
2.75,0.315,0.2835,0.3465
3.0,0.36,0.324,0.396
3.5,0.66,0.5940000000000001,0.7260000000000001
4.0,0.96,0.864,1.0
5.0,1.0,0.9,1.0
6.0,1.0,0.9,1.0
